agreement	disagreement	correct_verb	incorrect_verb	subject_index	verb_index	number1	number2	number3	completed
De automobilisten denken dat de boer naast de stoelen de persoon hoort	De automobilisten denken dat de boer naast de stoelen de persoon horen	hoort	horen	5	11	plural	singular	plural	De automobilisten denken dat de boer naast de stoelen de persoon hoort.
De personen zien dat de boer bij de bomen de persoon hoort	De personen zien dat de boer bij de bomen de persoon horen	hoort	horen	5	11	plural	singular	plural	De personen zien dat de boer bij de bomen de persoon hoort.
De personen wensen dat de schrijver bij de fietsen de persoon verleidt	De personen wensen dat de schrijver bij de fietsen de persoon verleiden	verleidt	verleiden	5	11	plural	singular	plural	De personen wensen dat de schrijver bij de fietsen de persoon verleidt.
De personen denken dat de advocaat bij de bomen de persoon verleidt	De personen denken dat de advocaat bij de bomen de persoon verleiden	verleidt	verleiden	5	11	plural	singular	plural	De personen denken dat de advocaat bij de bomen de persoon verleidt.
De werkgevers zien dat de jongen naast de fietsen de persoon verleidt	De werkgevers zien dat de jongen naast de fietsen de persoon verleiden	verleidt	verleiden	5	11	plural	singular	plural	De werkgevers zien dat de jongen naast de fietsen de persoon verleidt.
De werkgevers willen dat de winnaar bij de bomen de persoon hoort	De werkgevers willen dat de winnaar bij de bomen de persoon horen	hoort	horen	5	11	plural	singular	plural	De werkgevers willen dat de winnaar bij de bomen de persoon hoort.
De automobilisten denken dat de boer naast de fietsen de persoon kent	De automobilisten denken dat de boer naast de fietsen de persoon kennen	kent	kennen	5	11	plural	singular	plural	De automobilisten denken dat de boer naast de fietsen de persoon kent.
De automobilisten zien dat de boer achter de stoelen de persoon roept	De automobilisten zien dat de boer achter de stoelen de persoon roepen	roept	roepen	5	11	plural	singular	plural	De automobilisten zien dat de boer achter de stoelen de persoon roept.
De automobilisten willen dat de schrijver bij de vrachtwagens de persoon verleidt	De automobilisten willen dat de schrijver bij de vrachtwagens de persoon verleiden	verleidt	verleiden	5	11	plural	singular	plural	De automobilisten willen dat de schrijver bij de vrachtwagens de persoon verleidt.
De automobilisten denken dat de inwoner bij de vrachtwagens de persoon hoort	De automobilisten denken dat de inwoner bij de vrachtwagens de persoon horen	hoort	horen	5	11	plural	singular	plural	De automobilisten denken dat de inwoner bij de vrachtwagens de persoon hoort.
De personen denken dat de meid achter de stoelen de persoon kent	De personen denken dat de meid achter de stoelen de persoon kennen	kent	kennen	5	11	plural	singular	plural	De personen denken dat de meid achter de stoelen de persoon kent.
De werkgevers zien dat de inwoner op de stoelen de persoon stimuleert	De werkgevers zien dat de inwoner op de stoelen de persoon stimuleren	stimuleert	stimuleren	5	11	plural	singular	plural	De werkgevers zien dat de inwoner op de stoelen de persoon stimuleert.
De automobilisten wensen dat de advocaat bij de bureaus de persoon hoort	De automobilisten wensen dat de advocaat bij de bureaus de persoon horen	hoort	horen	5	11	plural	singular	plural	De automobilisten wensen dat de advocaat bij de bureaus de persoon hoort.
De personen willen dat de man naast de stoelen de persoon onderzoekt	De personen willen dat de man naast de stoelen de persoon onderzoeken	onderzoekt	onderzoeken	5	11	plural	singular	plural	De personen willen dat de man naast de stoelen de persoon onderzoekt.
De personen wensen dat de advocaat bij de tafels de persoon kent	De personen wensen dat de advocaat bij de tafels de persoon kennen	kent	kennen	5	11	plural	singular	plural	De personen wensen dat de advocaat bij de tafels de persoon kent.
De werkgevers zien dat de meid naast de tafels de persoon steunt	De werkgevers zien dat de meid naast de tafels de persoon steunen	steunt	steunen	5	11	plural	singular	plural	De werkgevers zien dat de meid naast de tafels de persoon steunt.
De automobilisten willen dat de jongen naast de stoelen de persoon onderzoekt	De automobilisten willen dat de jongen naast de stoelen de persoon onderzoeken	onderzoekt	onderzoeken	5	11	plural	singular	plural	De automobilisten willen dat de jongen naast de stoelen de persoon onderzoekt.
De werkgevers denken dat de jongen bij de bureaus de persoon steunt	De werkgevers denken dat de jongen bij de bureaus de persoon steunen	steunt	steunen	5	11	plural	singular	plural	De werkgevers denken dat de jongen bij de bureaus de persoon steunt.
De werkgevers geloven dat de jongen op de vrachtwagens de persoon onderzoekt	De werkgevers geloven dat de jongen op de vrachtwagens de persoon onderzoeken	onderzoekt	onderzoeken	5	11	plural	singular	plural	De werkgevers geloven dat de jongen op de vrachtwagens de persoon onderzoekt.
De personen zien dat de winnaar naast de ramen de persoon kent	De personen zien dat de winnaar naast de ramen de persoon kennen	kent	kennen	5	11	plural	singular	plural	De personen zien dat de winnaar naast de ramen de persoon kent.
De werkgevers denken dat de jongen achter de vrachtwagens de persoon steunt	De werkgevers denken dat de jongen achter de vrachtwagens de persoon steunen	steunt	steunen	5	11	plural	singular	plural	De werkgevers denken dat de jongen achter de vrachtwagens de persoon steunt.
De automobilisten zien dat de inwoner naast de ramen de persoon stimuleert	De automobilisten zien dat de inwoner naast de ramen de persoon stimuleren	stimuleert	stimuleren	5	11	plural	singular	plural	De automobilisten zien dat de inwoner naast de ramen de persoon stimuleert.
De automobilisten denken dat de man achter de bomen de persoon bekritiseert	De automobilisten denken dat de man achter de bomen de persoon bekritiseren	bekritiseert	bekritiseren	5	11	plural	singular	plural	De automobilisten denken dat de man achter de bomen de persoon bekritiseert.
De werkgevers wensen dat de boer achter de stoelen de persoon hoort	De werkgevers wensen dat de boer achter de stoelen de persoon horen	hoort	horen	5	11	plural	singular	plural	De werkgevers wensen dat de boer achter de stoelen de persoon hoort.
De personen willen dat de advocaat naast de fietsen de persoon roept	De personen willen dat de advocaat naast de fietsen de persoon roepen	roept	roepen	5	11	plural	singular	plural	De personen willen dat de advocaat naast de fietsen de persoon roept.
De personen denken dat de jongen naast de vrachtwagens de persoon onderzoekt	De personen denken dat de jongen naast de vrachtwagens de persoon onderzoeken	onderzoekt	onderzoeken	5	11	plural	singular	plural	De personen denken dat de jongen naast de vrachtwagens de persoon onderzoekt.
De werkgevers willen dat de inwoner bij de vrachtwagens de persoon verleidt	De werkgevers willen dat de inwoner bij de vrachtwagens de persoon verleiden	verleidt	verleiden	5	11	plural	singular	plural	De werkgevers willen dat de inwoner bij de vrachtwagens de persoon verleidt.
De automobilisten wensen dat de man op de vrachtwagens de persoon stimuleert	De automobilisten wensen dat de man op de vrachtwagens de persoon stimuleren	stimuleert	stimuleren	5	11	plural	singular	plural	De automobilisten wensen dat de man op de vrachtwagens de persoon stimuleert.
De automobilisten geloven dat de winnaar achter de tafels de persoon bekritiseert	De automobilisten geloven dat de winnaar achter de tafels de persoon bekritiseren	bekritiseert	bekritiseren	5	11	plural	singular	plural	De automobilisten geloven dat de winnaar achter de tafels de persoon bekritiseert.
De werkgevers willen dat de winnaar naast de vrachtwagens de persoon hoort	De werkgevers willen dat de winnaar naast de vrachtwagens de persoon horen	hoort	horen	5	11	plural	singular	plural	De werkgevers willen dat de winnaar naast de vrachtwagens de persoon hoort.
De automobilisten willen dat de winnaar op de vrachtwagens de persoon steunt	De automobilisten willen dat de winnaar op de vrachtwagens de persoon steunen	steunt	steunen	5	11	plural	singular	plural	De automobilisten willen dat de winnaar op de vrachtwagens de persoon steunt.
De werkgevers willen dat de man naast de vrachtwagens de persoon bekritiseert	De werkgevers willen dat de man naast de vrachtwagens de persoon bekritiseren	bekritiseert	bekritiseren	5	11	plural	singular	plural	De werkgevers willen dat de man naast de vrachtwagens de persoon bekritiseert.
De werkgevers willen dat de jongen achter de bureaus de persoon kent	De werkgevers willen dat de jongen achter de bureaus de persoon kennen	kent	kennen	5	11	plural	singular	plural	De werkgevers willen dat de jongen achter de bureaus de persoon kent.
De personen geloven dat de man naast de tafels de persoon verleidt	De personen geloven dat de man naast de tafels de persoon verleiden	verleidt	verleiden	5	11	plural	singular	plural	De personen geloven dat de man naast de tafels de persoon verleidt.
De werkgevers wensen dat de man op de stoelen de persoon steunt	De werkgevers wensen dat de man op de stoelen de persoon steunen	steunt	steunen	5	11	plural	singular	plural	De werkgevers wensen dat de man op de stoelen de persoon steunt.
De automobilisten zien dat de schrijver op de vrachtwagens de persoon verleidt	De automobilisten zien dat de schrijver op de vrachtwagens de persoon verleiden	verleidt	verleiden	5	11	plural	singular	plural	De automobilisten zien dat de schrijver op de vrachtwagens de persoon verleidt.
De personen willen dat de man naast de bureaus de persoon stimuleert	De personen willen dat de man naast de bureaus de persoon stimuleren	stimuleert	stimuleren	5	11	plural	singular	plural	De personen willen dat de man naast de bureaus de persoon stimuleert.
De werkgevers willen dat de schrijver achter de bomen de persoon bekritiseert	De werkgevers willen dat de schrijver achter de bomen de persoon bekritiseren	bekritiseert	bekritiseren	5	11	plural	singular	plural	De werkgevers willen dat de schrijver achter de bomen de persoon bekritiseert.
De werkgevers willen dat de winnaar op de vrachtwagens de persoon steunt	De werkgevers willen dat de winnaar op de vrachtwagens de persoon steunen	steunt	steunen	5	11	plural	singular	plural	De werkgevers willen dat de winnaar op de vrachtwagens de persoon steunt.
De werkgevers zien dat de advocaat achter de bomen de persoon verleidt	De werkgevers zien dat de advocaat achter de bomen de persoon verleiden	verleidt	verleiden	5	11	plural	singular	plural	De werkgevers zien dat de advocaat achter de bomen de persoon verleidt.
De werkgevers zien dat de jongen bij de fietsen de persoon roept	De werkgevers zien dat de jongen bij de fietsen de persoon roepen	roept	roepen	5	11	plural	singular	plural	De werkgevers zien dat de jongen bij de fietsen de persoon roept.
De automobilisten denken dat de man op de tafels de persoon bekritiseert	De automobilisten denken dat de man op de tafels de persoon bekritiseren	bekritiseert	bekritiseren	5	11	plural	singular	plural	De automobilisten denken dat de man op de tafels de persoon bekritiseert.
De werkgevers willen dat de schrijver bij de bureaus de persoon stimuleert	De werkgevers willen dat de schrijver bij de bureaus de persoon stimuleren	stimuleert	stimuleren	5	11	plural	singular	plural	De werkgevers willen dat de schrijver bij de bureaus de persoon stimuleert.
De werkgevers denken dat de jongen bij de stoelen de persoon kent	De werkgevers denken dat de jongen bij de stoelen de persoon kennen	kent	kennen	5	11	plural	singular	plural	De werkgevers denken dat de jongen bij de stoelen de persoon kent.
De werkgevers willen dat de jongen op de fietsen de persoon steunt	De werkgevers willen dat de jongen op de fietsen de persoon steunen	steunt	steunen	5	11	plural	singular	plural	De werkgevers willen dat de jongen op de fietsen de persoon steunt.
De personen denken dat de man naast de fietsen de persoon onderzoekt	De personen denken dat de man naast de fietsen de persoon onderzoeken	onderzoekt	onderzoeken	5	11	plural	singular	plural	De personen denken dat de man naast de fietsen de persoon onderzoekt.
De personen wensen dat de schrijver op de bureaus de persoon roept	De personen wensen dat de schrijver op de bureaus de persoon roepen	roept	roepen	5	11	plural	singular	plural	De personen wensen dat de schrijver op de bureaus de persoon roept.
De personen denken dat de advocaat bij de stoelen de persoon kent	De personen denken dat de advocaat bij de stoelen de persoon kennen	kent	kennen	5	11	plural	singular	plural	De personen denken dat de advocaat bij de stoelen de persoon kent.
De personen wensen dat de inwoner achter de ramen de persoon kent	De personen wensen dat de inwoner achter de ramen de persoon kennen	kent	kennen	5	11	plural	singular	plural	De personen wensen dat de inwoner achter de ramen de persoon kent.
De automobilisten wensen dat de inwoner naast de vrachtwagens de persoon hoort	De automobilisten wensen dat de inwoner naast de vrachtwagens de persoon horen	hoort	horen	5	11	plural	singular	plural	De automobilisten wensen dat de inwoner naast de vrachtwagens de persoon hoort.
De personen wensen dat de jongen op de bomen de persoon kent	De personen wensen dat de jongen op de bomen de persoon kennen	kent	kennen	5	11	plural	singular	plural	De personen wensen dat de jongen op de bomen de persoon kent.
De automobilisten willen dat de advocaat naast de tafels de persoon verleidt	De automobilisten willen dat de advocaat naast de tafels de persoon verleiden	verleidt	verleiden	5	11	plural	singular	plural	De automobilisten willen dat de advocaat naast de tafels de persoon verleidt.
De werkgevers wensen dat de man bij de vrachtwagens de persoon onderzoekt	De werkgevers wensen dat de man bij de vrachtwagens de persoon onderzoeken	onderzoekt	onderzoeken	5	11	plural	singular	plural	De werkgevers wensen dat de man bij de vrachtwagens de persoon onderzoekt.
De werkgevers willen dat de boer op de bomen de persoon verleidt	De werkgevers willen dat de boer op de bomen de persoon verleiden	verleidt	verleiden	5	11	plural	singular	plural	De werkgevers willen dat de boer op de bomen de persoon verleidt.
De automobilisten willen dat de man op de bureaus de persoon roept	De automobilisten willen dat de man op de bureaus de persoon roepen	roept	roepen	5	11	plural	singular	plural	De automobilisten willen dat de man op de bureaus de persoon roept.
De werkgevers willen dat de inwoner bij de fietsen de persoon kent	De werkgevers willen dat de inwoner bij de fietsen de persoon kennen	kent	kennen	5	11	plural	singular	plural	De werkgevers willen dat de inwoner bij de fietsen de persoon kent.
De automobilisten denken dat de winnaar op de fietsen de persoon hoort	De automobilisten denken dat de winnaar op de fietsen de persoon horen	hoort	horen	5	11	plural	singular	plural	De automobilisten denken dat de winnaar op de fietsen de persoon hoort.
De personen geloven dat de schrijver op de tafels de persoon stimuleert	De personen geloven dat de schrijver op de tafels de persoon stimuleren	stimuleert	stimuleren	5	11	plural	singular	plural	De personen geloven dat de schrijver op de tafels de persoon stimuleert.
De personen geloven dat de inwoner bij de bomen de persoon bekritiseert	De personen geloven dat de inwoner bij de bomen de persoon bekritiseren	bekritiseert	bekritiseren	5	11	plural	singular	plural	De personen geloven dat de inwoner bij de bomen de persoon bekritiseert.
De werkgevers denken dat de advocaat op de bomen de persoon roept	De werkgevers denken dat de advocaat op de bomen de persoon roepen	roept	roepen	5	11	plural	singular	plural	De werkgevers denken dat de advocaat op de bomen de persoon roept.
De werkgevers willen dat de jongen achter de tafels de persoon steunt	De werkgevers willen dat de jongen achter de tafels de persoon steunen	steunt	steunen	5	11	plural	singular	plural	De werkgevers willen dat de jongen achter de tafels de persoon steunt.
De personen geloven dat de inwoner op de tafels de persoon roept	De personen geloven dat de inwoner op de tafels de persoon roepen	roept	roepen	5	11	plural	singular	plural	De personen geloven dat de inwoner op de tafels de persoon roept.
De werkgevers zien dat de man bij de fietsen de persoon hoort	De werkgevers zien dat de man bij de fietsen de persoon horen	hoort	horen	5	11	plural	singular	plural	De werkgevers zien dat de man bij de fietsen de persoon hoort.
De personen zien dat de inwoner naast de stoelen de persoon steunt	De personen zien dat de inwoner naast de stoelen de persoon steunen	steunt	steunen	5	11	plural	singular	plural	De personen zien dat de inwoner naast de stoelen de persoon steunt.
De werkgevers willen dat de meid bij de vrachtwagens de persoon hoort	De werkgevers willen dat de meid bij de vrachtwagens de persoon horen	hoort	horen	5	11	plural	singular	plural	De werkgevers willen dat de meid bij de vrachtwagens de persoon hoort.
De werkgevers geloven dat de schrijver bij de bomen de persoon bekritiseert	De werkgevers geloven dat de schrijver bij de bomen de persoon bekritiseren	bekritiseert	bekritiseren	5	11	plural	singular	plural	De werkgevers geloven dat de schrijver bij de bomen de persoon bekritiseert.
De personen geloven dat de winnaar op de bomen de persoon roept	De personen geloven dat de winnaar op de bomen de persoon roepen	roept	roepen	5	11	plural	singular	plural	De personen geloven dat de winnaar op de bomen de persoon roept.
De automobilisten geloven dat de meid achter de tafels de persoon onderzoekt	De automobilisten geloven dat de meid achter de tafels de persoon onderzoeken	onderzoekt	onderzoeken	5	11	plural	singular	plural	De automobilisten geloven dat de meid achter de tafels de persoon onderzoekt.
De werkgevers zien dat de winnaar op de tafels de persoon verleidt	De werkgevers zien dat de winnaar op de tafels de persoon verleiden	verleidt	verleiden	5	11	plural	singular	plural	De werkgevers zien dat de winnaar op de tafels de persoon verleidt.
De personen wensen dat de jongen op de vrachtwagens de persoon onderzoekt	De personen wensen dat de jongen op de vrachtwagens de persoon onderzoeken	onderzoekt	onderzoeken	5	11	plural	singular	plural	De personen wensen dat de jongen op de vrachtwagens de persoon onderzoekt.
De werkgevers wensen dat de schrijver achter de vrachtwagens de persoon stimuleert	De werkgevers wensen dat de schrijver achter de vrachtwagens de persoon stimuleren	stimuleert	stimuleren	5	11	plural	singular	plural	De werkgevers wensen dat de schrijver achter de vrachtwagens de persoon stimuleert.
De werkgevers geloven dat de jongen op de stoelen de persoon kent	De werkgevers geloven dat de jongen op de stoelen de persoon kennen	kent	kennen	5	11	plural	singular	plural	De werkgevers geloven dat de jongen op de stoelen de persoon kent.
De werkgevers wensen dat de boer naast de tafels de persoon onderzoekt	De werkgevers wensen dat de boer naast de tafels de persoon onderzoeken	onderzoekt	onderzoeken	5	11	plural	singular	plural	De werkgevers wensen dat de boer naast de tafels de persoon onderzoekt.
De personen geloven dat de winnaar op de bureaus de persoon steunt	De personen geloven dat de winnaar op de bureaus de persoon steunen	steunt	steunen	5	11	plural	singular	plural	De personen geloven dat de winnaar op de bureaus de persoon steunt.
De personen willen dat de schrijver bij de stoelen de persoon onderzoekt	De personen willen dat de schrijver bij de stoelen de persoon onderzoeken	onderzoekt	onderzoeken	5	11	plural	singular	plural	De personen willen dat de schrijver bij de stoelen de persoon onderzoekt.
De personen denken dat de winnaar achter de tafels de persoon bekritiseert	De personen denken dat de winnaar achter de tafels de persoon bekritiseren	bekritiseert	bekritiseren	5	11	plural	singular	plural	De personen denken dat de winnaar achter de tafels de persoon bekritiseert.
De personen zien dat de inwoner bij de bureaus de persoon kent	De personen zien dat de inwoner bij de bureaus de persoon kennen	kent	kennen	5	11	plural	singular	plural	De personen zien dat de inwoner bij de bureaus de persoon kent.
De personen denken dat de advocaat achter de ramen de persoon steunt	De personen denken dat de advocaat achter de ramen de persoon steunen	steunt	steunen	5	11	plural	singular	plural	De personen denken dat de advocaat achter de ramen de persoon steunt.
De automobilisten willen dat de advocaat bij de stoelen de persoon onderzoekt	De automobilisten willen dat de advocaat bij de stoelen de persoon onderzoeken	onderzoekt	onderzoeken	5	11	plural	singular	plural	De automobilisten willen dat de advocaat bij de stoelen de persoon onderzoekt.
De automobilisten denken dat de schrijver bij de fietsen de persoon kent	De automobilisten denken dat de schrijver bij de fietsen de persoon kennen	kent	kennen	5	11	plural	singular	plural	De automobilisten denken dat de schrijver bij de fietsen de persoon kent.
De werkgevers willen dat de winnaar op de fietsen de persoon bekritiseert	De werkgevers willen dat de winnaar op de fietsen de persoon bekritiseren	bekritiseert	bekritiseren	5	11	plural	singular	plural	De werkgevers willen dat de winnaar op de fietsen de persoon bekritiseert.
De werkgevers zien dat de jongen bij de bomen de persoon roept	De werkgevers zien dat de jongen bij de bomen de persoon roepen	roept	roepen	5	11	plural	singular	plural	De werkgevers zien dat de jongen bij de bomen de persoon roept.
De werkgevers geloven dat de inwoner bij de tafels de persoon roept	De werkgevers geloven dat de inwoner bij de tafels de persoon roepen	roept	roepen	5	11	plural	singular	plural	De werkgevers geloven dat de inwoner bij de tafels de persoon roept.
De werkgevers geloven dat de jongen op de vrachtwagens de persoon roept	De werkgevers geloven dat de jongen op de vrachtwagens de persoon roepen	roept	roepen	5	11	plural	singular	plural	De werkgevers geloven dat de jongen op de vrachtwagens de persoon roept.
De automobilisten willen dat de schrijver bij de vrachtwagens de persoon onderzoekt	De automobilisten willen dat de schrijver bij de vrachtwagens de persoon onderzoeken	onderzoekt	onderzoeken	5	11	plural	singular	plural	De automobilisten willen dat de schrijver bij de vrachtwagens de persoon onderzoekt.
De personen geloven dat de boer naast de fietsen de persoon kent	De personen geloven dat de boer naast de fietsen de persoon kennen	kent	kennen	5	11	plural	singular	plural	De personen geloven dat de boer naast de fietsen de persoon kent.
De werkgevers geloven dat de winnaar bij de ramen de persoon verleidt	De werkgevers geloven dat de winnaar bij de ramen de persoon verleiden	verleidt	verleiden	5	11	plural	singular	plural	De werkgevers geloven dat de winnaar bij de ramen de persoon verleidt.
De personen geloven dat de boer naast de tafels de persoon bekritiseert	De personen geloven dat de boer naast de tafels de persoon bekritiseren	bekritiseert	bekritiseren	5	11	plural	singular	plural	De personen geloven dat de boer naast de tafels de persoon bekritiseert.
De werkgevers denken dat de schrijver naast de vrachtwagens de persoon bekritiseert	De werkgevers denken dat de schrijver naast de vrachtwagens de persoon bekritiseren	bekritiseert	bekritiseren	5	11	plural	singular	plural	De werkgevers denken dat de schrijver naast de vrachtwagens de persoon bekritiseert.
De werkgevers geloven dat de man achter de stoelen de persoon stimuleert	De werkgevers geloven dat de man achter de stoelen de persoon stimuleren	stimuleert	stimuleren	5	11	plural	singular	plural	De werkgevers geloven dat de man achter de stoelen de persoon stimuleert.
De automobilisten denken dat de winnaar op de ramen de persoon verleidt	De automobilisten denken dat de winnaar op de ramen de persoon verleiden	verleidt	verleiden	5	11	plural	singular	plural	De automobilisten denken dat de winnaar op de ramen de persoon verleidt.
De werkgevers zien dat de schrijver naast de bomen de persoon kent	De werkgevers zien dat de schrijver naast de bomen de persoon kennen	kent	kennen	5	11	plural	singular	plural	De werkgevers zien dat de schrijver naast de bomen de persoon kent.
De werkgevers zien dat de schrijver bij de tafels de persoon verleidt	De werkgevers zien dat de schrijver bij de tafels de persoon verleiden	verleidt	verleiden	5	11	plural	singular	plural	De werkgevers zien dat de schrijver bij de tafels de persoon verleidt.
De automobilisten geloven dat de advocaat bij de tafels de persoon hoort	De automobilisten geloven dat de advocaat bij de tafels de persoon horen	hoort	horen	5	11	plural	singular	plural	De automobilisten geloven dat de advocaat bij de tafels de persoon hoort.
De personen denken dat de winnaar achter de vrachtwagens de persoon bekritiseert	De personen denken dat de winnaar achter de vrachtwagens de persoon bekritiseren	bekritiseert	bekritiseren	5	11	plural	singular	plural	De personen denken dat de winnaar achter de vrachtwagens de persoon bekritiseert.
De personen zien dat de advocaat naast de stoelen de persoon roept	De personen zien dat de advocaat naast de stoelen de persoon roepen	roept	roepen	5	11	plural	singular	plural	De personen zien dat de advocaat naast de stoelen de persoon roept.
De werkgevers denken dat de boer naast de bomen de persoon verleidt	De werkgevers denken dat de boer naast de bomen de persoon verleiden	verleidt	verleiden	5	11	plural	singular	plural	De werkgevers denken dat de boer naast de bomen de persoon verleidt.
De personen denken dat de advocaat achter de ramen de persoon bekritiseert	De personen denken dat de advocaat achter de ramen de persoon bekritiseren	bekritiseert	bekritiseren	5	11	plural	singular	plural	De personen denken dat de advocaat achter de ramen de persoon bekritiseert.
De personen willen dat de schrijver naast de stoelen de persoon steunt	De personen willen dat de schrijver naast de stoelen de persoon steunen	steunt	steunen	5	11	plural	singular	plural	De personen willen dat de schrijver naast de stoelen de persoon steunt.
De werkgevers zien dat de inwoner achter de tafels de persoon stimuleert	De werkgevers zien dat de inwoner achter de tafels de persoon stimuleren	stimuleert	stimuleren	5	11	plural	singular	plural	De werkgevers zien dat de inwoner achter de tafels de persoon stimuleert.
De automobilisten zien dat de man achter de ramen de persoon verleidt	De automobilisten zien dat de man achter de ramen de persoon verleiden	verleidt	verleiden	5	11	plural	singular	plural	De automobilisten zien dat de man achter de ramen de persoon verleidt.
De automobilisten wensen dat de meid naast de bomen de persoon roept	De automobilisten wensen dat de meid naast de bomen de persoon roepen	roept	roepen	5	11	plural	singular	plural	De automobilisten wensen dat de meid naast de bomen de persoon roept.
De personen geloven dat de jongen bij de vrachtwagens de persoon kent	De personen geloven dat de jongen bij de vrachtwagens de persoon kennen	kent	kennen	5	11	plural	singular	plural	De personen geloven dat de jongen bij de vrachtwagens de persoon kent.
De personen denken dat de meid op de ramen de persoon hoort	De personen denken dat de meid op de ramen de persoon horen	hoort	horen	5	11	plural	singular	plural	De personen denken dat de meid op de ramen de persoon hoort.
De personen wensen dat de advocaat achter de ramen de persoon stimuleert	De personen wensen dat de advocaat achter de ramen de persoon stimuleren	stimuleert	stimuleren	5	11	plural	singular	plural	De personen wensen dat de advocaat achter de ramen de persoon stimuleert.
De personen zien dat de winnaar naast de fietsen de persoon bekritiseert	De personen zien dat de winnaar naast de fietsen de persoon bekritiseren	bekritiseert	bekritiseren	5	11	plural	singular	plural	De personen zien dat de winnaar naast de fietsen de persoon bekritiseert.
De werkgevers willen dat de advocaat naast de bomen de persoon hoort	De werkgevers willen dat de advocaat naast de bomen de persoon horen	hoort	horen	5	11	plural	singular	plural	De werkgevers willen dat de advocaat naast de bomen de persoon hoort.
De personen willen dat de schrijver op de fietsen de persoon verleidt	De personen willen dat de schrijver op de fietsen de persoon verleiden	verleidt	verleiden	5	11	plural	singular	plural	De personen willen dat de schrijver op de fietsen de persoon verleidt.
De personen geloven dat de schrijver op de bomen de persoon onderzoekt	De personen geloven dat de schrijver op de bomen de persoon onderzoeken	onderzoekt	onderzoeken	5	11	plural	singular	plural	De personen geloven dat de schrijver op de bomen de persoon onderzoekt.
De automobilisten geloven dat de schrijver bij de bureaus de persoon kent	De automobilisten geloven dat de schrijver bij de bureaus de persoon kennen	kent	kennen	5	11	plural	singular	plural	De automobilisten geloven dat de schrijver bij de bureaus de persoon kent.
De automobilisten willen dat de jongen bij de bureaus de persoon verleidt	De automobilisten willen dat de jongen bij de bureaus de persoon verleiden	verleidt	verleiden	5	11	plural	singular	plural	De automobilisten willen dat de jongen bij de bureaus de persoon verleidt.
De werkgevers denken dat de boer achter de stoelen de persoon bekritiseert	De werkgevers denken dat de boer achter de stoelen de persoon bekritiseren	bekritiseert	bekritiseren	5	11	plural	singular	plural	De werkgevers denken dat de boer achter de stoelen de persoon bekritiseert.
De personen zien dat de advocaat op de bomen de persoon bekritiseert	De personen zien dat de advocaat op de bomen de persoon bekritiseren	bekritiseert	bekritiseren	5	11	plural	singular	plural	De personen zien dat de advocaat op de bomen de persoon bekritiseert.
De automobilisten geloven dat de boer bij de fietsen de persoon steunt	De automobilisten geloven dat de boer bij de fietsen de persoon steunen	steunt	steunen	5	11	plural	singular	plural	De automobilisten geloven dat de boer bij de fietsen de persoon steunt.
De automobilisten denken dat de jongen bij de ramen de persoon roept	De automobilisten denken dat de jongen bij de ramen de persoon roepen	roept	roepen	5	11	plural	singular	plural	De automobilisten denken dat de jongen bij de ramen de persoon roept.
De personen denken dat de winnaar naast de fietsen de persoon verleidt	De personen denken dat de winnaar naast de fietsen de persoon verleiden	verleidt	verleiden	5	11	plural	singular	plural	De personen denken dat de winnaar naast de fietsen de persoon verleidt.
De werkgevers geloven dat de meid achter de tafels de persoon hoort	De werkgevers geloven dat de meid achter de tafels de persoon horen	hoort	horen	5	11	plural	singular	plural	De werkgevers geloven dat de meid achter de tafels de persoon hoort.
De personen geloven dat de man achter de ramen de persoon kent	De personen geloven dat de man achter de ramen de persoon kennen	kent	kennen	5	11	plural	singular	plural	De personen geloven dat de man achter de ramen de persoon kent.
De werkgevers wensen dat de inwoner achter de ramen de persoon bekritiseert	De werkgevers wensen dat de inwoner achter de ramen de persoon bekritiseren	bekritiseert	bekritiseren	5	11	plural	singular	plural	De werkgevers wensen dat de inwoner achter de ramen de persoon bekritiseert.
De werkgevers zien dat de man bij de bomen de persoon verleidt	De werkgevers zien dat de man bij de bomen de persoon verleiden	verleidt	verleiden	5	11	plural	singular	plural	De werkgevers zien dat de man bij de bomen de persoon verleidt.
De personen willen dat de winnaar naast de fietsen de persoon steunt	De personen willen dat de winnaar naast de fietsen de persoon steunen	steunt	steunen	5	11	plural	singular	plural	De personen willen dat de winnaar naast de fietsen de persoon steunt.
De werkgevers denken dat de winnaar achter de ramen de persoon bekritiseert	De werkgevers denken dat de winnaar achter de ramen de persoon bekritiseren	bekritiseert	bekritiseren	5	11	plural	singular	plural	De werkgevers denken dat de winnaar achter de ramen de persoon bekritiseert.
De personen denken dat de meid naast de stoelen de persoon onderzoekt	De personen denken dat de meid naast de stoelen de persoon onderzoeken	onderzoekt	onderzoeken	5	11	plural	singular	plural	De personen denken dat de meid naast de stoelen de persoon onderzoekt.
De werkgevers wensen dat de winnaar op de fietsen de persoon stimuleert	De werkgevers wensen dat de winnaar op de fietsen de persoon stimuleren	stimuleert	stimuleren	5	11	plural	singular	plural	De werkgevers wensen dat de winnaar op de fietsen de persoon stimuleert.
De automobilisten zien dat de schrijver bij de ramen de persoon kent	De automobilisten zien dat de schrijver bij de ramen de persoon kennen	kent	kennen	5	11	plural	singular	plural	De automobilisten zien dat de schrijver bij de ramen de persoon kent.
